阿城, 黑龙江省哈尔滨市阿城区会宁路61号, √, √, √, 哈尔滨铁路局, 车站
东明村, 内蒙古自治区通辽市奈曼旗东明村镇, √, 　, 　, 沈阳铁路局, 乘降所
东通化, 吉林省通化市二道江区东通化大街16号, √, 　, 　, 沈阳铁路局, 乘降所
东辛庄, 辽宁省兴城市东辛庄镇东一街, √, 　, 　, 沈阳铁路局, 乘降所
杜家, 黑龙江省五常市杜家镇, √, 　, 　, 沈阳铁路局, 乘降所
敦化, 吉林省敦化市东环城路15号, √, √, √, 沈阳铁路局, 乘降所
二龙, 内蒙古自治区赤峰市宁城县汐子镇, √, 　, 　, 沈阳铁路局, 乘降所
二密河, 吉林省通化县二密河镇, √, 　, 　, 沈阳铁路局, 乘降所
范家屯, 吉林省公主岭市范家屯镇胜利街, √, 　, 　, 沈阳铁路局, 乘降所
凤凰城, 辽宁省凤城市凤山区苗可秀街, √, √, √, 沈阳铁路局, 乘降所
扶余, 吉林省扶余县西南街太祖路18号, √, √, √, 沈阳铁路局, 乘降所
扶余北, 吉林省松原市扶余市三岔河镇, √, 　, 　, 沈阳铁路局, 乘降所
抚顺北, 辽宁省抚顺市顺城区新华大街27号, √, √, √, 沈阳铁路局, 乘降所
阜新, 辽宁省阜新市海州区振兴路82号, √, √, √, 沈阳铁路局, 乘降所
嘎什甸子, 内蒙古自治区通辽市奈曼旗东明镇嘎什甸子村, √, 　, 　, 沈阳铁路局, 乘降所
盖州, 辽宁省盖州市站前街, √, √, √, 沈阳铁路局, 乘降所
盖州西, 辽宁省盖州市团山镇石屯村, √, 　, 　, 沈阳铁路局, 乘降所
干沟, 吉林省通化县干沟村, √, 　, 　, 沈阳铁路局, 乘降所
甘旗卡, 内蒙古自治区通辽市科左后旗甘旗卡镇铁西路妈拉沁街, √, √, √, 沈阳铁路局, 乘降所
高岭, 辽宁省葫芦岛市绥中县高岭镇, 　, 　, 　, 沈阳铁路局, 乘降所
高桥镇, 辽宁省葫芦岛市连山区高桥经济开发区, √, 　, 　, 沈阳铁路局, 乘降所
高山子, 辽宁省北镇市高山子镇, √, 　, 　, 沈阳铁路局, 乘降所
革镇堡, 辽宁省大连市甘井子区革镇堡镇后革村, √, 　, 　, 沈阳铁路局, 乘降所
葛根庙, 内蒙古自治区兴安盟根庙镇, √, 　, 　, 沈阳铁路局, 乘降所
蛤蟆塘, 辽宁省丹东市元宝区金山镇, √, 　, 　, 沈阳铁路局, 乘降所
工农湖, 吉林省乾安县大布苏工业园区, √, 　, 　, 沈阳铁路局, 乘降所
公营子, 辽宁省朝阳市喀左县公营子镇, √, √, √, 沈阳铁路局, 乘降所
公主岭, 吉林省公主岭市七道街13号, √, √, √, 沈阳铁路局, 乘降所
公主岭南, 吉林省公主岭市环岭乡石人村, √, 　, 　, 沈阳铁路局, 乘降所
沟帮子, 辽宁省北镇市沟帮子镇站前街, √, √, √, 沈阳铁路局, 乘降所
菇？ 园, 吉林省通化市二道江区五道江镇, √, 　, 　, 沈阳铁路局, 乘降所
官字井, 吉林省松原市乾安县道字乡, √, 　, 　, 沈阳铁路局, 乘降所
灌水, 辽宁省丹东市宽甸满族自治县灌水镇, √, 　, 　, 沈阳铁路局, 乘降所
广宁寺, 辽宁省大连市金州区二十里堡镇广宁寺村, √, 　, 　, 沈阳铁路局, 乘降所
归流河, 内蒙古自治区兴安盟科右前旗归流河镇, √, 　, 　, 沈阳铁路局, 乘降所
郭家店, 吉林省梨树县郭家店镇, √, 　, 　, 沈阳铁路局, 乘降所
果 松, 吉林省通化县果松镇, √, 　, 　, 沈阳铁路局, 乘降所
哈拉海, 吉林省农安县哈拉海镇, √, 　, 　, 沈阳铁路局, 乘降所
海城, 辽宁省海城市站前街1号, √, √, √, 沈阳铁路局, 乘降所
海城西, 辽宁省海城市东四镇二大堡村, √, 　, 　, 沈阳铁路局, 乘降所
海龙, 吉林省梅河口市海龙镇挺进街3委15组, √, 　, 　, 沈阳铁路局, 乘降所
海坨子, 吉林省大安市海坨子乡前进村, √, 　, 　, 沈阳铁路局, 乘降所
寒岭, 辽宁省辽阳市辽阳县孤家子镇, √, 　, 　, 沈阳铁路局, 乘降所
和龙, 吉林省和龙市站前街46号, √, 　, 　, 沈阳铁路局, 乘降所
黑水, 吉林省洮南市黑水镇, √, 　, 　, 沈阳铁路局, 乘降所
红花沟, 内蒙古自治区赤峰市松山区王府镇, √, 　, 　, 沈阳铁路局, 乘降所
红旗, 辽宁省凌海市白台子乡张家村, √, 　, 　, 沈阳铁路局, 乘降所
葫芦岛, 辽宁省葫芦岛市连山区站前街, √, √, √, 沈阳铁路局, 乘降所
葫芦岛北, 辽宁省葫芦岛市连山区锦郊乡地藏寺村, √, 　, 　, 沈阳铁路局, 乘降所
虎石台, 辽宁省沈阳市沈北新区虎石台镇建设南一路01号, √, 　, 　, 沈阳铁路局, 乘降所
华家, 吉林省农安县华家镇, √, 　, 　, 沈阳铁路局, 乘降所
皇姑屯, 辽宁省沈阳市皇姑区天山南路21号, √, 　, 　, 沈阳铁路局, 乘降所
黄 柏, 吉林省集安市太王乡双安村, √, 　, 　, 沈阳铁路局, 乘降所
黄花筒, 内蒙古自治区通辽市奈曼旗八仙筒镇西衙村南, √, 　, 　, 沈阳铁路局, 乘降所
黄泥河, 吉林省敦化市黄泥河镇曙光委, √, √, √, 沈阳铁路局, 乘降所
黄松甸, 吉林省蛟河市黄松甸镇, √, 　, 　, 沈阳铁路局, 乘降所
浑河, 辽宁省沈阳市东陵区浑河站西街道浑河火车站, √, 　, 　, 沈阳铁路局, 乘降所
火连寨, 辽宁省本溪市溪湖区火连寨镇, √, 　, 　, 沈阳铁路局, 乘降所
霍林郭勒, 内蒙古自治区霍林郭勒市滨河南路, √, √, √, 沈阳铁路局, 乘降所
鸡冠山, 辽宁省凤城市鸡冠山镇, √, 　, 　, 沈阳铁路局, 乘降所
吉林, 吉林省吉林市昌邑区重庆路1号, √, √, √, 沈阳铁路局, 乘降所
吉舒, 吉林省舒兰市吉舒街迎宾路2号, √, √, √, 沈阳铁路局, 乘降所
集安, 吉林省集安市站前北街34号, √, √, √, 沈阳铁路局, 乘降所
纪家沟, 河北省围场县克勒沟镇大苇子沟村（辽房1号）, √, 　, 　, 沈阳铁路局, 乘降所
夹心子, 辽宁省普兰店市皮口镇夹心社区, √, 　, 　, 沈阳铁路局, 乘降所
建昌, 辽宁省葫芦岛市建昌县建绥路9号, √, √, √, 沈阳铁路局, 乘降所
建设, 吉林省大安市西大洼乡建设村, √, 　, 　, 沈阳铁路局, 乘降所
江 源, 吉林省白山市江源区孙家堡镇, √, √, √, 沈阳铁路局, 乘降所
蛟河, 吉林省吉林市蛟河市车站街, √, √, √, 沈阳铁路局, 乘降所
街基, 黑龙江省泰来县泰来镇绿化村, 　, 　, 　, 沈阳铁路局, 乘降所
金宝屯, 内蒙古自治区通辽市科左后旗金宝屯镇, √, 　, 　, 沈阳铁路局, 乘降所
金坑, 辽宁省本溪市南芬区金坑村, √, 　, 　, 沈阳铁路局, 乘降所
金杖子, 辽宁省喀左县山嘴子镇山嘴子村, √, 　, 　, 沈阳铁路局, 乘降所
金州, 辽宁省大连市金州区中长街2号, √, √, √, 沈阳铁路局, 乘降所
锦州, 辽宁省锦州市凌河区延安路4段4号, √, √, √, 沈阳铁路局, 乘降所
锦州南, 辽宁省锦州市松山新区南三道壕, √, 　, 　, 沈阳铁路局, 乘降所
九台, 吉林省九台市九台大街76号, √, √, √, 沈阳铁路局, 乘降所
九台南, 吉林省九台市西营城镇, √, 　, 　, 沈阳铁路局, 乘降所
巨宝, 吉林省松原市长岭县巨宝镇, √, 　, 　, 沈阳铁路局, 乘降所
开安, 吉林省农安县开安镇, √, 　, 　, 沈阳铁路局, 乘降所
开通, 吉林省白城市通榆县开通镇, √, √, √, 沈阳铁路局, 乘降所
开原, 辽宁省开原市站前广场1号, √, √, √, 沈阳铁路局, 乘降所
开原西, 辽宁省开原市八宝镇和顺村, √, 　, 　, 沈阳铁路局, 乘降所
口前, 吉林省永吉县口前镇铁北街站前路5号, √, √, √, 沈阳铁路局, 乘降所
库伦, 内蒙古自治区通辽市库伦旗, √, √, √, 沈阳铁路局, 乘降所
宽甸, 辽宁省宽甸满族自治县宽甸镇站前街36号, √, 　, 　, 沈阳铁路局, 乘降所
老边, 辽宁省营口市老边区龙山街, √, 　, 　, 沈阳铁路局, 乘降所
老府, 内蒙古自治区赤峰市松山区老府镇河东村, √, 　, 　, 沈阳铁路局, 乘降所
老营, 吉林省白山市八道江区六道江镇, √, 　, 　, 沈阳铁路局, 乘降所
连山关, 辽宁省本溪满族自治县连山关镇, √, 　, 　, 沈阳铁路局, 乘降所
两家, 吉林省大安市两家子镇, √, 　, 　, 沈阳铁路局, 乘降所
亮甲店, 辽宁省大连市金州区亮甲店镇, √, 　, 　, 沈阳铁路局, 乘降所
辽阳, 辽宁省辽阳市中华大街1段1号, √, √, √, 沈阳铁路局, 乘降所
辽源, 吉林省辽源市辽河大路2号, √, √, √, 沈阳铁路局, 乘降所
辽中, 辽宁省沈阳市辽中县辽中镇孙家万村, √, 　, 　, 沈阳铁路局, 乘降所
临？ 江, 吉林省临江市新市街, √, √, √, 沈阳铁路局, 乘降所
凌海, 辽宁省凌海市铁南路, √, √, √, 沈阳铁路局, 乘降所
凌源, 辽宁省凌源市红山路西段179-11, √, √, √, 沈阳铁路局, 乘降所
凌源东, 辽宁省凌源市光明路127号, √, 　, 　, 沈阳铁路局, 乘降所
刘家店, 吉林省榆树市刘家镇开发街450号, √, 　, 　, 沈阳铁路局, 乘降所
刘家河, 辽宁省凤城市刘家河镇, √, 　, 　, 沈阳铁路局, 乘降所
柳河, 吉林省通化市柳河县站前路122号, √, √, √, 沈阳铁路局, 乘降所
柳树屯, 辽宁省葫芦岛市连山区寺儿堡乡营盘村, √, 　, 　, 沈阳铁路局, 乘降所
龙嘉, 吉林省九台市东湖镇, √, 　, 　, 沈阳铁路局, 乘降所
龙井, 吉林省龙井市龙井街138号, √, 　, 　, 沈阳铁路局, 乘降所
龙爪沟, 辽宁省宽甸满族自治县灌水镇龙爪沟村, √, 　, 　, 沈阳铁路局, 乘降所
露水河, 吉林省抚松县露水河镇站前街, √, √, √, 沈阳铁路局, 乘降所
鹿道, 黑龙江省宁安市马河乡鹿道村, √, 　, 　, 沈阳铁路局, 乘降所
旅顺, 辽宁省大连市旅顺口区井岗街8号, √, 　, 　, 沈阳铁路局, 乘降所
马林, 内蒙古自治区赤峰市元宝山区元宝山镇马林第一居委会, √, 　, 　, 沈阳铁路局, 乘降所
马三家, 辽宁省沈阳市于洪区马三家镇御道西路, √, 　, 　, 沈阳铁路局, 乘降所
茂林, 吉林省双辽市茂林镇, √, 　, 　, 沈阳铁路局, 乘降所
梅河口, 吉林省梅河口市站前路1号, √, √, √, 沈阳铁路局, 乘降所
米沙子, 吉林省德惠市米沙子镇, √, 　, 　, 沈阳铁路局, 乘降所
庙岭, 吉林省汪清县大兴沟镇庙岭村, √, 　, 　, 沈阳铁路局, 乘降所
明城, 吉林省磐石市明城镇, √, √, √, 沈阳铁路局, 乘降所
明水河, 内蒙古自治区兴安盟阿尔山市明水河镇, √, 　, 　, 沈阳铁路局, 乘降所
木里图, 内蒙古自治区通辽市木里图镇, √, 　, 　, 沈阳铁路局, 乘降所
乃林, 内蒙古自治区赤峰市喀喇沁旗乃林镇, √, 　, 　, 沈阳铁路局, 乘降所
奈曼, 内蒙古自治区通辽市大沁他拉镇, √, √, √, 沈阳铁路局, 乘降所
南芬, 辽宁省本溪市南芬区街里14组, √, 　, 　, 沈阳铁路局, 乘降所
南关岭, 辽宁省大连市甘井子区南岭街40号, √, 　, 　, 沈阳铁路局, 乘降所
南口前, 辽宁省抚顺市清原满族治自县南口前镇河北街, √, 　, 　, 沈阳铁路局, 乘降所
南桥, 辽宁省葫芦岛市建昌县黑山科乡, √, 　, 　, 沈阳铁路局, 乘降所
南台, 辽宁省海城市南台镇, √, 　, 　, 沈阳铁路局, 乘降所
南杂木, 辽宁省抚顺市新宾满族治自县南杂木镇车站街, √, 　, 　, 沈阳铁路局, 乘降所
能家, 辽宁省北票市八家子乡, √, 　, 　, 沈阳铁路局, 乘降所
泥河子, 辽宁省锦州市义县义州镇前扬乡, √, 　, 　, 沈阳铁路局, 乘降所
宁家, 内蒙古自治区兴安盟宁家镇, √, 　, 　, 沈阳铁路局, 乘降所
牛心台, 辽宁省本溪市明山区牛心台镇, √, 　, 　, 沈阳铁路局, 乘降所
农安, 吉林省农安县站前街199号, √, √, √, 沈阳铁路局, 乘降所
盘锦, 辽宁省盘锦市双台子区双兴北路, √, √, √, 沈阳铁路局, 乘降所
盘锦北, 辽宁省盘锦市盘山县甜水镇孙家村, √, 　, 　, 沈阳铁路局, 乘降所
磐石, 吉林省磐石市站前路1号, √, √, √, 沈阳铁路局, 乘降所
泡子, 辽宁省阜新县泡子镇站前街001号, √, 　, 　, 沈阳铁路局, 乘降所
皮口, 辽宁省普兰店市皮口镇建设街, √, 　, 　, 沈阳铁路局, 乘降所
偏岭, 辽宁省本溪市本溪县高官镇, √, 　, 　, 沈阳铁路局, 乘降所
瓢儿屯, 辽宁省抚顺市望花区锦州路东段37号, √, 　, 　, 沈阳铁路局, 乘降所
平安, 吉林省舒兰市平安镇, √, 　, 　, 沈阳铁路局, 乘降所
平安镇, 吉林省白城市洮北区平安镇, √, 　, 　, 沈阳铁路局, 乘降所
平岗, 吉林省东辽县泉太镇, √, 　, 　, 沈阳铁路局, 乘降所
平台, 吉林省白城市洮北区平台镇, √, 　, 　, 沈阳铁路局, 乘降所
平庄, 内蒙古自治区赤峰市元宝山区平庄镇, √, √, √, 沈阳铁路局, 乘降所
平庄南, 内蒙古自治区赤峰市喀拉沁旗乃林镇？, √, 　, 　, 沈阳铁路局, 乘降所
普兰店, 辽宁省普兰店市站前街1-1号, √, √, √, 沈阳铁路局, 乘降所
普湾, 辽宁省大连市普湾新区石河镇, √, 　, 　, 沈阳铁路局, 乘降所
七里河, 辽宁省锦州市义县七里河镇, √, 　, 　, 沈阳铁路局, 乘降所
祁家堡, 辽宁省本溪满族自治县草河口镇祁家堡村, √, 　, 　, 沈阳铁路局, 乘降所
前卫, 凌海葫芦岛市绥中县前卫镇长江村, √, 　, 　, 沈阳铁路局, 乘降所
乾安, 吉林省松原市乾安县水字井镇, √, √, √, 沈阳铁路局, 乘降所
桥头, 辽宁省本溪市平山区桥头镇兴隆村, √, 　, 　, 沈阳铁路局, 乘降所
清河门, 辽宁省阜新市清河门区南昌路, √, 　, 　, 沈阳铁路局, 乘降所
清原, 辽宁省抚顺市清原县柴河路-49号, √, √, √, 沈阳铁路局, 乘降所
庆丰, 吉林省长岭县三十号乡, √, 　, 　, 沈阳铁路局, 乘降所
泉 阳, 吉林省白山市抚松县泉阳镇长林街, √, √, √, 沈阳铁路局, 乘降所
绕阳河, 辽宁省锦州市黑山县绕阳河镇, √, 　, 　, 沈阳铁路局, 乘降所
热水, 内蒙古自治区赤峰市元宝山区美丽河镇, √, 　, 　, 沈阳铁路局, 乘降所
三江口, 辽宁省昌图县三江口镇, √, 　, 　, 沈阳铁路局, 乘降所
三十家, 辽宁省凌源市三十家子镇南街村, √, 　, 　, 沈阳铁路局, 乘降所
三十里堡, 辽宁省大连市金州区三十里堡站民胜街38号, √, 　, 　, 沈阳铁路局, 乘降所
三台, 辽宁省沈阳市于洪区光辉乡, √, 　, 　, 沈阳铁路局, 乘降所
三义井, 内蒙古自治区赤峰市敖汉旗长胜镇三义井村, √, 　, 　, 沈阳铁路局, 乘降所
三源浦, 吉林省通化市柳河县三源浦镇, √, 　, 　, 沈阳铁路局, 乘降所
沙海, 辽宁省建平县沙海乡本街, √, 　, 　, 沈阳铁路局, 乘降所
沙河口, 辽宁省大连市沙河口区中长街1号, √, 　, 　, 沈阳铁路局, 乘降所
沙后所, 辽宁省兴城市沙后所镇西关村, √, 　, 　, 沈阳铁路局, 乘降所
山城镇, 吉林省梅河口市山城镇团结街, √, √, √, 沈阳铁路局, 乘降所
山海关, 河北省秦皇岛市山海关区南关大街2号, √, √, √, 沈阳铁路局, 乘降所
山河屯, 黑龙江省五常市山河镇站前街, √, √, √, 沈阳铁路局, 乘降所
上园, 辽宁省北票市上园镇上园村, √, 　, 　, 沈阳铁路局, 乘降所
舍力虎, 内蒙古自治区通辽市奈曼旗大沁他拉镇西店子村, √, 　, 　, 沈阳铁路局, 乘降所
深井子, 辽宁省沈阳市东陵区深井子镇, √, 　, 　, 沈阳铁路局, 乘降所
沈阳, 辽宁省沈阳市和平区胜利南街2号, √, √, √, 沈阳铁路局, 乘降所
沈阳北, 辽宁省沈阳市沈河区北站路102号, √, √, √, 沈阳铁路局, 乘降所
沈阳东, 辽宁省沈阳市大东区东站街1号, √, 　, 　, 沈阳铁路局, 乘降所
石 人, 吉林省白山市江源区石人镇, √, 　, 　, 沈阳铁路局, 乘降所
石城, 辽宁省凤城市石城镇, √, 　, 　, 沈阳铁路局, 乘降所
石岭, 吉林省梨树县石岭西街23号, √, 　, 　, 沈阳铁路局, 乘降所
石桥子, 辽宁省本溪市石桥子镇石桥子街金桥路, √, 　, 　, 沈阳铁路局, 乘降所
石山, 辽宁省凌海市石山镇站前街, √, 　, 　, 沈阳铁路局, 乘降所
石岘, 吉林省图们市石岘镇七委, √, 　, 　, 沈阳铁路局, 乘降所
首山, 辽宁省辽阳市辽阳县首山镇7委, √, 　, 　, 沈阳铁路局, 乘降所
舒兰, 吉林省舒兰市站前路3号, √, √, √, 沈阳铁路局, 乘降所
双河镇, 吉林省永吉县双河镇, √, 　, 　, 沈阳铁路局, 乘降所
双吉, 吉林省吉林市经济开发区九站街道, √, 　, 　, 沈阳铁路局, 乘降所
双羊店, 辽宁省凌海市双羊店镇, √, 　, 　, 沈阳铁路局, 乘降所
水 洞, 吉林省通化市二道江区鸭园镇东热村, √, 　, 　, 沈阳铁路局, 乘降所
水泉, 辽宁省凌源市宋杖子镇水泉村, √, 　, 　, 沈阳铁路局, 乘降所
四道湾, 内蒙古老哈河赤峰市敖汉旗四道湾镇六道湾村, √, 　, 　, 沈阳铁路局, 乘降所
四合永, 河北省承德市围场县四合永镇, √, √, √, 沈阳铁路局, 乘降所
四平, 吉林省四平市英雄大街1号, √, √, √, 沈阳铁路局, 乘降所
